year,PheWAS_code,PheWAS_name,total_burden_in_million,publication,trial,ROI
2011,149.2,Cancer of nasopharynx,383425.2813,557,20,0.062190074
2011,480,Pneumonia,8278423.5,12,2,13385.2334
2011,284.1,Pancytopenia,510870.9375,113,3,3.617501497
2011,720,Spinal stenosis,4303903,244,8,44.68425751
2011,772.4,Rhabdomyolysis,331773.4063,198,1,2.59504199
2011,733.6,Costochondritis,790876.8125,2,0,146720.7031
2011,751.1,Congenital anomalies of genital organs,70216.375,29,0,80.13066864
2011,187,Cancer of other male genital organs,11543.66699,67,1,0.00928317
2011,447.1,Stricture of artery,380733.0313,786,21,0.041386303
2011,626.11,Absent or infrequent menstruation,2893784.75,217,5,36.31488419
2011,149.1,Cancer of oropharynx,1509009.125,326,14,2.350630522
2011,80,Postoperative infection,3111554,1077,7,6.046257496
2011,797,Shock,424371.0625,1043,39,0.020868767
2011,532,Dysphagia,5323619,706,18,10.50894356
2011,394,Chronic rheumatic disease of the heart valves,211397.7031,955,16,0.013780689
2011,790.8,Elevated C-reactive protein (CRP),48608.19922,2773,0,0.401732832
2011,580.3,Nephritis and nephropathy without mention of glomerulonephritis,2719.125,2628,178,7.45E-08
2011,352.2,Facial nerve disorders [CN7],937996.75,142,1,28.92225075
2011,634,Miscarriage; stillbirth,1884478.875,690,6,4.037591457
2011,625,Pain and other symptoms associated with female genital organs,8107020,173,5,357.5059509
2011,962,Poisoning by hormones and synthetic substitutes,1490.963501,1560,2,3.34E-06
2011,275.3,Disorders of magnesium metabolism,191257.7813,67,0,257.3761292
2011,189.2,Cancer of bladder,552579.5625,1541,30,0.031130629
2011,256.4,Polycystic ovaries,930621.25,644,28,0.226365313
2011,313.1,Attention deficit hyperactivity disorder,10995543,1376,43,9.631901741
2011,255.2,Adrenal hypofunction,294017,196,4,0.518551648
2011,981,Toxic effect of (non-ethyl) alcohol and petroleum and other solvents,36913.0625,1627,2,0.001964462
2011,560.4,Other intestinal obstruction,2402977.5,753,7,5.157631874
2011,270.38,Other specified disorders of plasma protein metabolism,111605.9844,4,0,1464.536743
2011,874,Complication of amputation stump,343181.5938,10685,26,0.001998032
2011,585,Renal failure,68.8113327,1377,31,5.23E-10
2011,70.4,Chronic hepatitis,399472.9688,234,87,0.03695225
2011,257.1,Testicular hypofunction,3447916.75,26,0,215497.8281
2011,601.11,Acute prostatitis,339318.875,520,10,0.104289353
2011,351,Other peripheral nerve disorders,13974465,534,4,429.9780273
2011,726.1,Enthesopathy,8384486,763,19,22.85126495
2011,250.5,Glycosuria or Acetonuria,31961.61328,37,0,13.01391697
2011,480.3,Pneumonia due to fungus (mycoses),162553.2656,155,1,0.795756161
2011,726.4,Calcaneal spur; Exostosis NOS,2165670.25,48,1,456.038269
2011,225,Benign neoplasm of brain and other parts of nervous system,2478287.25,17811,526,0.003090939
2011,790.6,Other abnormal blood chemistry,2479677.5,1277,19,1.194218159
2011,386.2,Peripheral or central vertigo,1750686.25,287,4,12.5558157
2011,695.1,Toxic erythema,107534.375,205,0,26.59434319
2011,704.1,Alopecia,716466.8125,277,14,0.623631775
2011,306,Random mental disorder. Ignored for now,365375.625,97,0,648.8320923
2011,244.3,Iodine hypothyroidism,41558.67188,539,5,0.003015494
2011,626.12,Excessive or frequent menstruation,12163690,87,2,3988.734619
2011,563,Constipation,4913451.5,535,40,5.317562103
2011,737,Curvature of spine,81652.54688,61,0,51.52383423
2011,735.3,Hallux valgus (Bunion),7352714.5,105,3,806.432373
2011,381.2,Eustachian tube disorders,2461408.25,113,2,125.7546387
2011,426.3,Bundle branch block,99859.28906,181,4,0.06477385
2011,202.23,Lymphosarcoma,332846.3125,585,90,0.009919805
2011,735,Acquired foot deformities,34700.0625,20,0,28.37155724
2011,200.1,Polycythemia vera,305518.1563,126,11,0.317213327
2011,994.1,Systemic inflammatory response syndrome (SIRS),93440.36719,229,4,0.044827033
2011,395.1,Nonrheumatic mitral valve disorders,4476591,93,2,505.4041748
2011,791,Gangrene,239750.5938,87,0,311.4726563
2011,395.4,Nonrheumatic pulmonary valve disorders,213541.8594,550,13,0.030046085
2011,117.1,Histoplasmosis,28012.45313,124,0,2.983425856
2011,550.2,Diaphragmatic hernia,2448237.75,160,1,174.867218
2011,687.4,Disturbance of skin sensation,6265908,758,2,121.4973297
2011,217,Vascular hamartomas and non-neoplastic nevi,201892.4844,282,1,0.674720824
2011,994,Sepsis and SIRS,753.3222656,229,4,2.91E-06
2011,613.5,Mastodynia,1328464.125,4663,7,0.254556954
2011,411.1,Unstable angina (intermediate coronary syndrome),2250168.5,158,7,21.55247879
2011,626.1,Irregular menstrual cycle/bleeding,4437058.5,14,0,662554.875
2011,605,Erectile dysfunction [ED],1945752.75,585,20,1.524876595
2011,972,Poisoning by agents primarily affecting the cardiovascular system,35244.10547,1560,2,0.001867752
2011,286.8,Hypercoagulable state,545175.625,263,1,5.27532053
2011,733,Other disorders of bone and cartilage,1750175.625,421,10,3.426939726
2011,376,Disorders of the orbit,98936.45313,209,0,22.08082771
2011,202.22,Reticulosarcoma,213425.9688,585,90,0.004078591
2011,557.11,Celiac disease,445511.3438,562,5,0.332357496
2011,110.2,Dermatomycoses,366338.7188,197,0,321.1789856
2011,172.22,Squamous cell carcinoma,615900.4375,4705,72,0.005278827
2011,750.14,Congenital anomalies of esophagus,11812.67578,89,0,0.739141345
2011,759,Other and unspecified congenital anomalies,822496.375,804,44,0.09014152
2011,502,Postinflammatory pulmonary fibrosis,1017021.875,380,19,0.675076783
2011,367.8,Hypermetropia,1058283.125,228,8,2.891259432
2011,715.1,Sacroiliitis NEC,1599018.75,23,0,52391.42188
2011,530.2,Esophageal bleeding (varices/hemorrhage),347240.9688,786,21,0.034425285
2011,473.4,Voice disturbance,925141.125,7,0,57566.20703
2011,282.9,Other hereditary hemolytic anemias,73532.42969,67,0,38.04415131
2011,70.2,Viral hepatitis B,876212.6875,1006,62,0.058026284
2011,696.42,Psoriatic arthropathy,3173925.75,295,10,16.0839386
2011,751.12,Congenital anomalies of male genital organs,1379260.875,216,2,20.65820503
2011,428.1,Congestive heart failure (CHF) NOS,5379853,4592,204,0.145665377
2011,994.2,Sepsis,759799.1875,1804,52,0.029009588
2011,772.1,Muscular wasting and disuse atrophy,505399.2813,322,17,0.219869629
2011,454,Varicose veins,772473.375,934,22,0.136856422
2011,577,Diseases of pancreas,627408.25,349,11,0.482997537
2011,601.2,Hydrocele,3799.938232,43,0,0.158289954
2011,53,Herpes zoster,1153465.875,75,12,6.963330746
2011,743.12,Senile osteoporosis,1513550.125,1626,50,0.132826045
2011,752.2,Other specified congenital anomalies of nervous system,662843.9375,989,5,0.418074667
2011,723.1,Torticollis,496377.9688,81,4,3.576116323
2011,452.2,Deep vein thrombosis [DVT],2366500,1089,23,1.053741932
2011,386,Vertiginous syndromes and other disorders of vestibular system,83238.63281,60,3,0.180854574
2011,416,Cardiomegaly,1092738.375,478,1,11.66121292
2011,695.21,Dermatitis herpetiformis,25140.30078,164,0,1.816938877
2011,593,Hematuria,4527065.5,211,0,45793.12109
2011,252,Disorders of parathyroid gland,37432.52734,25,1,0.261536866
2011,701.5,Abnormal granulation tissue,299112.3438,1179,12,0.029790506
2011,275.2,Disorders of copper metabolism,24507.68164,27,0,10.48454475
2011,706.3,Seborrhea,56364.26172,42,2,0.177389786
2011,612.1,Galactorrhea,96932.92969,0,0,443008.8125
2011,480.11,Pneumococcal pneumonia,323954,165,0,299.8652954
2011,401.3,Other hypertensive complications,1813171.375,134,0,11566.71973
2011,626,Disorders of menstruation and other abnormal bleeding from female genital tract,1061644.875,98,2,26.97501755
2011,512.7,Shortness of breath,11030192,786,16,45.58441925
2011,290.1,Dementias,454437.0625,111,3,2.913993597
2011,300.4,Dysthymic disorder,6052353.5,49,7,502.7077332
2011,609.11,Azoospermia and oligospermia,108254.2969,203,0,27.21714401
2011,180,Cervical cancer and dysplasia,29.15414429,2278,42,4.19E-11
2011,602,Other disorders of prostate,290431.5938,938,34,0.012466465
2011,817,Concussion,3289663.5,426,4,29.86815834
2011,226,Benign neoplasm of thyroid glands,831937.5,98,0,3329.513184
2011,604.1,Redundant prepuce and phimosis/BXO,1164369.75,40,1,158.1836548
2011,316,Substance addiction and disorders,9839600,6453,131,0.539955258
2011,292.6,Hallucinations,129635.2266,338,2,0.116624594
2011,915,Superficial injury without mention of infection,13844594,2285,16,24.70305824
2011,189,Cancer of urinary organs (incl. kidney and bladder),15488.93359,441,15,0.000170877
2011,526.1,Cysts of the jaws,230326.9844,29,0,862.2071533
2011,292.1,Aphasia/speech disturbance,1238811,495,4,3.645200729
2011,695.9,Unspecified erythematous condition,103279.7578,313,7,0.022920486
2011,218.1,Uterine leiomyoma,11789644,477,13,105.6005707
2011,558,Noninfectious gastroenteritis,7962519.5,556,13,41.32480621
2011,1011,Complications of surgical and medical procedures NOS,3980721.25,10700,24,0.290815085
2011,627.4,Premenopausal menorrhagia,343767.7813,116,4,1.197733521
2011,428,Congestive heart failure; nonhypertensive,5042808.5,4779,204,0.122977398
2011,574.3,Cholecystitis without cholelithiasis,5721529.5,191,2,402.0145569
2011,695.81,Erythema nodosum,45013.62891,43,0,22.21203613
2011,290.16,Vascular dementia,210200.6875,166,4,0.31293872
2011,379.3,Aphakia and other disorders of lens,232133.7969,69,2,1.831632614
2011,521,Diseases of hard tissues of teeth,37663.31641,155,7,0.006155014
2011,443,Peripheral vascular disease,723.8710938,786,21,1.50E-07
2011,346,Abnormal findings on study of brain and/or nervous system,815475.125,137,0,2288.436523
2011,117.4,Aspergillosis,132575.2813,392,5,0.042194899
2011,559,Ileostomy status,521907.8125,152,0,844.8607178
2011,735.4,Other acquired deformities of ankle and foot,1373306.875,647,3,4.565910816
2011,253.2,Pituitary hypofunction,1445107.375,200,8,6.145903587
2011,244.2,Acquired hypothyroidism,720638.3125,48,1,50.49534225
2011,681.1,Cellulitis and abscess of fingers/toes,2780696.25,531,10,6.858670712
2011,578.2,Blood in stool,3153112.75,844,14,3.964267492
2011,187.1,Malignant neoplasm of unspecified male genital organ,83539.17969,208,2,0.078699112
2011,690.1,Seborrheic dermatitis,1091211.625,42,2,66.48734283
2011,281,Other deficiency anemia,24330.96484,37,0,7.54170084
2011,870.1,Open wound or laceration of eye or eyelid,535854.5,300,3,1.499205828
2011,384.4,Perforation of tympanic membrane,1251247.75,78,0,9462.50293
2011,526,Diseases of the jaws,227755.3281,189,0,129.396347
2011,735.21,Hammer toe (acquired,2500776.5,20,0,147357.5469
2011,714,Rheumatoid arthritis and other inflammatory polyarthropathies,1009286.063,579,192,0.043200463
2011,938.2,Chronic dermatitis due to solar radiation,944367.5625,35,0,12010.46191
2011,442.2,Aneurysm of iliac artery,122727.7813,71,2,0.497553587
2011,8.52,Intestinal infection due to C. difficile,795169.8125,193,0,1544.577393
2011,383,Otosclerosis,287344.6875,49,0,794.3125
2011,427.61,Supraventricular premature beats,258303.6719,14,2,11.17111874
2011,495.2,Asthma with exacerbation,4818856.5,73,2,746.069519
2011,305.1,Tension headache,668677.4375,85,3,8.23884964
2011,577.2,Chronic pancreatitis,533065.25,264,11,0.460917026
2011,971,Poisoning by drugs primarily affecting the autonomic nervous system,37764.75781,1560,2,0.002144468
2011,275.6,Hypercalcemia,528303.9375,240,3,1.821552157
2011,643.1,Hyperemesis gravidarum,787792.9375,44,0,6648.788086
2011,291.1,Transient mental disorders due to conditions classified elsewhere,66289.72656,14,0,147.8849792
2011,729.3,Panniculitis,105169.8672,73,0,71.42825317
2011,229,Benign neoplasm of unspecified sites,368325.6563,13383,474,0.000100831
2011,389.1,Sensorineural hearing loss,7400784,650,3,131.9892731
2011,696.2,Parapsoriasis,37910.15625,9,0,75.20661926
2011,379,Other disorders of eye,147747.6563,992,16,0.006480426
2011,442.4,Arterial dissection,156174.9063,67,1,1.69914794
2011,465,Acute upper respiratory infections of multiple or unspecified sites,21540964,2523,51,16.9990921
2011,440.2,Atherosclerosis of the extremities,2057816.5,0,0,199656304
2011,510,Other diseases of lung,5390584,703,51,3.820537806
2011,174.11,Malignant neoplasm of female breast,52044136,11971,381,2.799923182
2011,709.2,Sicca syndrome,361746.7188,328,8,0.234833106
2011,420.21,Acute pericarditis,318900.125,174,2,1.370909691
2011,430.1,Subarachnoid hemorrhage,964941.6875,783,8,0.699957967
2011,295,Schizophrenia and other psychotic disorders,1793857.75,4730,152,0.021101413
2011,362.23,Cystoid macular degeneration of retina,925804.75,507,47,0.169551536
2011,709.4,Dermatomyositis and Polymyositis,1198725.375,257,2,13.11483955
2011,603.2,Spermatocele,237207.4375,9,0,2944.431885
2011,960.2,Allergy/adverse effect of penicillin,13680.99902,1560,2,0.000281437
2011,8.5,Bacterial enteritis,218447.6563,923,13,0.018736167
2011,658,Problems associated with amniotic cavity and membranes,2812549,954,4,9.749281883
2011,277.5,Other disorders of lipoid metabolism,79408.44531,5,0,593.4242554
2011,564.1,Irritable Bowel Syndrome,1576083.875,466,35,0.717862189
2011,250,Diabetes mellitus,59470.50781,6893,615,3.93E-06
2011,252.2,Hypoparathyroidism,60244.03125,81,4,0.052676242
2011,634.1,Missed abortion/Hydatidiform mole,3409314.75,88,2,309.7960205
2011,604.3,Peyronie's disease,161509.7813,48,1,2.536379814
2011,362.6,Peripheral retinal degenerations,489486.9375,213,6,0.882424355
2011,652,Malposition and malpresentation of fetus or obstruction,4452977,105,1,881.4924316
2011,480.13,MRSA pneumonia,121697.25,2606,45,0.000595314
2011,378.5,Paralytic strabismus,218997.2813,376,2,0.299193174
2011,721.8,Other allied disorders of spine,164369.6719,21,0,606.2993164
2011,565,Anal and rectal conditions,4399022.5,490,10,18.60128784
2011,530.13,Barrett's esophagus,2184664.25,379,11,5.392636299
2011,159.4,Malignant neoplasm of retroperitoneum and peritoneum,474918.4688,160,0,664.6005859
2011,253.4,Anterior pituitary disorders,218736.625,81,1,2.757101059
2011,816,Cerebral laceration and contusion,344803.25,2154,82,0.003173203
2011,290.12,Dementia with cerebral degenerations,203352.2656,336,7,0.082774676
2011,592.12,Chronic cystitis,421506.2188,8040,99,0.001052306
2011,505,Other pulmonary inflamation or edema,413637.2813,361,6,0.371805072
2011,842,Other sprains and strains,1131720.75,274,12,1.835011601
2011,599.8,Other symptoms involving urinary system,199642.4219,7,0,2680.756104
2011,751.21,Cystic kidney disease,590082.3125,3495,174,0.002699431
2011,288.1,Decreased white blood cell count,497613.0625,266,5,0.876027048
2011,279.11,Deficiency of humoral immunity,6459681,213,2,459.5108643
2011,711,Arthropathy associated with infections,143644.7813,1574,204,0.000302964
2011,732,Osteochondropathies,1379513.375,463,19,1.019410491
2011,695.7,Lichen,216204.1094,159,1,1.372308612
2011,342,Hemiplegia,620476.5,450,27,0.149339139
2011,448,Disease of capillaries,176058.2031,876,28,0.005956073
2011,571.51,Cirrhosis of liver without mention of alcohol,1364679.375,321,5,5.459774017
2011,599.5,Frequency of urination and polyuria,2930363,95,5,85.05612183
2011,366,Cataract,7156513.5,804,42,7.149218559
2011,575.8,Other disorders of biliary tract,666303.375,263,0,795.8687744
2011,213,Benign neoplasm of bone and articular cartilage,790506.875,691,1,4.221583366
2011,274.2,Crystal arthropathies,9122.751953,637,0,0.061599217
2011,483,Acute bronchitis and bronchiolitis,13718537,959,28,33.03307724
2011,324,Other CNS infection and poliomyelitis,420526.7188,523,20,0.079670928
2011,512.9,Other dypnea,7902237,198,10,148.5417786
2011,132.1,Pediculosis and phthirus infestation,63307.66406,68,4,0.069289133
2011,79.2,Infectious mononucleosis,485573.875,46,0,2416.173584
2011,427.2,Atrial fibrillation and flutter,1659.088745,159,5,1.63E-05
2011,277.4,Disorders of bilirubin excretion,72475.57031,90,3,0.091410436
2011,433.12,Cerebral atherosclerosis,218956.75,108,0,209.2774353
2011,427.3,Other specified cardiac dysrhythmias,4628356.5,271,5,74.38755035
2011,363.4,Choroidal degenerations,45802.28125,27,1,0.362575084
2011,348,Other conditions of brain,2147893,1004,9,2.404541016
2011,334,Degenerative disease of the spinal cord,547589.6875,367,5,0.768890679
2011,696,Psoriasis and related disorders,8414.761719,1074,59,5.27E-06
2011,370.1,Corneal ulcer,406993.7188,164,0,476.1839905
2011,214,Lipoma,1337822.625,269,0,3136.883057
2011,571.6,Primary biliary cirrhosis,130450.125,163,5,0.098244146
2011,530.7,Gastroesophageal laceration-hemorrhage syndrome,119197.2734,7,0,955.618042
2011,785,Abdominal pain,67102904,1157,15,1222.459595
2011,362,Other retinal disorders,599776.75,739,34,0.067482628
2011,165.1,Cancer of bronchus; lung,16307908,7308,253,0.67815578
2011,571,Chronic liver disease and cirrhosis,1418.401245,2004,61,7.76E-08
2011,433.2,Occlusion of cerebral arteries,279372.9063,838,5,0.087649874
2011,841,Sprains and strains of back and neck,12361294,188,7,546.6364136
2011,282.5,Sickle cell anemia,651172.5,677,23,0.128336474
2011,686.5,Pyoderma,140604.2969,111,1,0.831349015
2011,588,Disorders resulting from impaired renal function,86362.71875,2594,168,8.07E-05
2011,619.3,Noninflammatory disorders of cervix,439845.7813,90,0,1013.3974
2011,758.1,Chromosomal anomalies,825432.5625,2193,12,0.121968955
2011,134.1,Intestinal helminthiases,61840.03906,940,1,0.018991329
2011,707.3,Chronic ulcer of unspecified site,329088.1875,1091,12,0.038969293
2011,627,Menopausal and postmenopausal disorders,498240.625,87,2,6.692412853
2011,990,Effects radiation NOS,650066.1875,742,12,0.223579541
2011,212,Benign neoplasm of respiratory and intrathoracic organs,580772.9375,2027,12,0.065325618
2011,276.14,Hypopotassemia,905097.3125,127,0,3041.041504
2011,871,Open wounds of extremities,4122962.5,3937,32,0.63596952
2011,427.5,Arrhythmia (cardiac) NOS,1432304.25,1321,28,0.261409312
2011,694.3,Vascular disorders of skin,31594.28906,52,0,9.048989296
2011,364.41,Keratoconus,378430.875,209,8,0.403313905
2011,772,Symptoms of the muscles,740300,49,7,7.521120071
